name	x	y	z	size	chan_num	FS_label	FS_vol	FS_ind	WMvsGM	LvsR	sEEG_ECoG	Desikan_Killiany	DK_ind	DK_lobe	Destrieux	Destr_ind	Destr_long	Yeo7	Yeo7_ind	Yeo17	Yeo17_ind	PTD_ind	surr_GM_vox	surr_WM_vox	LEPTO_coord_1	LEPTO_coord_2	LEPTO_coord_3	MNI_coord_1	MNI_coord_2	MNI_coord_3	MGRID_coord_1	MGRID_coord_2	MGRID_coord_3	subINF_coord_1	subINF_coord_2	subINF_coord_3	fsaverageINF_coord_1	fsaverageINF_coord_2	fsaverageINF_coord_3	ScannerNativeRAS_coord_1	ScannerNativeRAS_coord_2	ScannerNativeRAS_coord_3	sub_name
LaTh11	-39.79966605876925	14.93806968933869	9.911051939445484	3.5 mm	11	LaTh11	ctx-lh-parsopercularis	1018	GM	L	sEEG	parsopercularis	19	Frontal	S_circular_insula_sup	50	Superior segment of the circular sulcus of the insula	Ventral Attention	5	17Networks_7	8	0.03703704	14.0	13.0	-33.0	11.0	12.0	-39.79966605876925	14.93806968933869	9.911051939445484	162.0	117.0	118.0	-18.981689453125	52.79819488525391	16.134235382080078	-16.234939575195312	44.152042388916016	-15.206971168518066	-35.78034210205078	31.9794921875	9.232460021972656	sub-08 LaTh11
LaTh12	-43.131856058769216	16.400849689338685	10.785431939445488	3.5 mm	12	LaTh12	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-36.0	12.0	13.5	-43.131856058769216	16.400849689338685	10.785431939445488	165.0	115.5	117.0	-22.306400299072266	51.639442443847656	18.43632125854492	-21.177413940429688	49.04454040527344	-12.026688575744627	-38.78034210205078	32.9794921875	10.732460021972656	sub-08 LaTh12
LaTh13	-46.50250305876924	18.97088268933869	11.623042939445495	3.5 mm	13	LaTh13	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-39.0	14.0	15.5	-46.50250305876924	18.97088268933869	11.623042939445495	168.0	113.5	115.0	-23.27962875366211	61.72213745117188	28.920135498046875	-21.878646850585938	53.29972076416016	-11.933467864990234	-41.78034210205078	34.9794921875	12.732460021972656	sub-08 LaTh13
LaTh14	-50.37941055876922	20.418056189338685	12.495692439445492	3.5 mm	14	LaTh14	ctx-lh-parsopercularis	1018	GM	L	sEEG	parsopercularis	19	Frontal	Lat_Fis-ant-Vertical	40	Vertical ramus of the anterior segment of the lateral sulcus (or fissure)	Default	8	17Networks_17	18	-0.03703704	13.0	14.0	-42.5	15.0	17.0	-50.37941055876922	20.418056189338685	12.495692439445492	171.5	112.0	114.0	-24.72983932495117	60.75406646728516	31.54404830932617	-22.95975875854492	54.39247894287109	-10.653402328491213	-45.28034210205078	35.9794921875	14.232460021972656	sub-08 LaTh14
LaTh15	-53.750057558769214	22.98808918933869	13.3333034394455	3.5 mm	15	LaTh15	ctx-lh-parsopercularis	1018	GM	L	sEEG	parsopercularis	19	Frontal	Lat_Fis-ant-Vertical	40	Vertical ramus of the anterior segment of the lateral sulcus (or fissure)	Default	8	17Networks_17	18	0.1111111	15.0	12.0	-45.5	17.0	19.0	-53.750057558769214	22.98808918933869	13.3333034394455	174.5	110.0	112.0	-25.408477783203125	60.05928421020508	33.55025100708008	-23.83633041381836	59.8735237121582	-7.910162925720215	-48.28034210205078	37.9794921875	16.232460021972656	sub-08 LaTh15
LaTh16	-57.65255055876924	25.10118068933868	14.417951439445488	3.5 mm	16	LaTh16	ctx-lh-parsopercularis	1018	GM	L	sEEG	parsopercularis	19	Frontal	G_front_inf-Opercular	12	Opercular part of the inferior frontal gyrus	Default	8	17Networks_17	18	0.6296296	22.0	5.0	-49.0	18.5	21.0	-57.65255055876924	25.10118068933868	14.417951439445488	178.0	108.0	110.5	-25.45878219604492	60.28133392333984	35.52154541015625	-23.790264129638672	60.849639892578125	-7.46044397354126	-51.78034210205078	39.4794921875	18.232460021972656	sub-08 LaTh16
LpTh1	-8.317551308769225	-24.259197810661306	-1.1886143105544988	3.5 mm	17	LpTh1	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-5.5	-19.75	-16.75	-8.317551308769225	-24.259197810661306	-1.1886143105544988	134.5	145.75	148.75	40.39784240722656	0.7918611764907837	-24.06245422363281	29.492107391357425	-6.469269275665283	-27.3819580078125	-8.280342102050781	1.2294921875	-19.517539978027344	sub-08 LpTh1
LpTh2	-11.572748558769234	-25.11929981066132	0.1140704394454985	3.5 mm	18	LpTh2	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-8.5	-21.0	-16.0	-11.572748558769234	-25.11929981066132	0.1140704394454985	137.5	145.0	150.0	40.70095443725586	-0.3024296760559082	-23.26258850097656	30.71346664428711	-8.116806030273438	-24.527210235595703	-11.28034210205078	-0.0205078125	-18.767539978027344	sub-08 LpTh2
LpTh3	-15.372584558769232	-26.103384310661312	1.7697914394454983	3.5 mm	19	LpTh3	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-12.0	-22.5	-15.0	-15.372584558769232	-26.103384310661312	1.7697914394454983	141.0	144.0	151.5	41.46281814575195	-3.586312770843506	-21.13919448852539	24.85797119140625	-21.84472274780273	-25.59363174438477	-14.78034210205078	-1.5205078125	-17.767539978027344	sub-08 LpTh3
LpTh4	-19.345783784769225	-27.386610491661315	3.590613607445505	3.5 mm	20	LpTh4	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-15.667	-24.333	-14.0	-19.345783784769225	-27.386610491661315	3.590613607445505	144.667	143.0	153.333	21.45907592773437	-1.4914261102676392	-39.82844924926758	22.995868682861328	-23.45259094238281	-27.09946823120117	-18.447342102050783	-3.3535078124999984	-16.767539978027344	sub-08 LpTh4
LpTh5	-22.414667558769224	-28.49728181066132	5.331731439445491	3.5 mm	21	LpTh5	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-18.5	-26.0	-13.0	-22.414667558769224	-28.49728181066132	5.331731439445491	147.5	142.0	155.0	18.086151123046875	-2.038107395172119	-41.35163879394531	21.24643325805664	-23.54292678833008	-28.906850814819336	-21.28034210205078	-5.0205078125	-15.767539978027344	sub-08 LpTh5
LpTh6	-26.57298633276924	-29.63916612966132	7.069388271445519	3.5 mm	22	LpTh6	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-22.333	-27.667	-12.0	-26.57298633276924	-29.63916612966132	7.069388271445519	151.333	141.0	156.667	15.01771068572998	-0.6052543520927429	-42.49812698364258	-20.02206802368164	2.562237501144409	-12.58570671081543	-25.11334210205078	-6.687507812500002	-14.767539978027344	sub-08 LpTh6
LpTh7	-30.18770278476921	-30.764592491661304	8.808274607445469	3.5 mm	23	LpTh7	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-25.667	-29.333	-11.0	-30.18770278476921	-30.764592491661304	8.808274607445469	154.667	140.0	158.333	-24.798831939697266	-10.659170150756836	-10.213095664978027	-20.03536605834961	1.503312349319458	-11.511561393737791	-28.447342102050783	-8.353507812499998	-13.767539978027344	sub-08 LpTh7
LpTh8	-34.34602155876922	-31.90647681066132	10.545931439445496	3.5 mm	24	LpTh8	ctx-lh-supramarginal	1031	GM	L	sEEG	superiortemporal	31	Temporal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	0.7037037	23.0	4.0	-29.5	-31.0	-10.0	-34.34602155876922	-31.90647681066132	10.545931439445496	158.5	139.0	160.0	-24.73801040649414	-11.721949577331545	-9.745248794555664	-21.08203887939453	-1.1601271629333496	-10.889676094055176	-32.28034210205078	-10.0205078125	-12.767539978027344	sub-08 LpTh8
LpTh9	-37.588268558769215	-33.3162898106613	12.45215043944549	3.5 mm	25	LpTh9	Left-Cerebral-White-Matter	2	GM	L	sEEG	supramarginal	32	Parietal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	-0.7777778	3.0	24.0	-32.5	-33.0	-9.0	-37.588268558769215	-33.3162898106613	12.45215043944549	161.5	138.0	162.0	-25.409744262695312	-15.138855934143066	-8.416509628295898	-25.38824844360352	-10.71501922607422	-7.059811592102051	-35.28034210205078	-12.0205078125	-11.767539978027344	sub-08 LpTh9
LpTh10	-41.388104558769214	-34.3003743106613	14.10787143944549	3.5 mm	26	LpTh10	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	-0.4814815	7.0	20.0	-36.0	-34.5	-8.0	-41.388104558769214	-34.3003743106613	14.10787143944549	165.0	137.0	163.5	-27.519207000732425	-20.85854721069336	-6.422488689422607	-29.710479736328125	-15.292665481567385	0.3198657929897308	-38.78034210205078	-13.5205078125	-10.767539978027344	sub-08 LpTh10
LpTh11	-45.361303784769206	-35.583600491661315	15.928693607445496	3.5 mm	27	LpTh11	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Somatomotor	3	17Networks_4	5	0.2592593	17.0	10.0	-39.667	-36.333	-7.0	-45.361303784769206	-35.583600491661315	15.928693607445496	168.667	136.0	165.333	-30.667224884033203	-31.44094657897949	-5.517667293548584	-31.89696502685547	-16.43977928161621	2.716027021408081	-42.44734210205078	-15.353507812499998	-9.767539978027344	sub-08 LpTh11
LpTh12	-48.430187558769205	-36.69427181066132	17.669811439445482	3.5 mm	28	LpTh12	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Somatomotor	3	17Networks_4	5	0.9047619	20.0	1.0	-42.5	-38.0	-6.0	-48.430187558769205	-36.69427181066132	17.669811439445482	171.5	135.0	167.0	-31.67667007446289	-33.19926452636719	-3.761820077896118	-33.20871353149414	-16.705833435058594	4.293552875518799	-45.28034210205078	-17.0205078125	-8.767539978027344	sub-08 LpTh12
LpTh13	-52.588506332769214	-37.83615612966132	19.40746827144551	3.5 mm	29	LpTh13	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Ventral Attention	5	17Networks_7	8	1.0	19.0	0.0	-46.333	-39.667	-5.0	-52.588506332769214	-37.83615612966132	19.40746827144551	175.333	134.0	168.667	-33.44474792480469	-35.54195785522461	-0.6961040496826172	-36.49236297607422	-27.8418197631836	-0.736213207244873	-49.11334210205078	-18.6875078125	-7.767539978027344	sub-08 LpTh13
LpTh14	-56.92878649476921	-38.98237034966131	21.1440495814455	3.5 mm	30	LpTh14	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Ventral Attention	5	17Networks_7	8	0.1851852	16.0	11.0	-50.333	-41.333	-4.0	-56.92878649476921	-38.98237034966131	21.1440495814455	179.333	133.0	170.333	-34.95831298828125	-37.53551483154297	2.2241857051849365	-37.19726943969727	-29.15367889404297	-2.195547103881836	-53.11334210205078	-20.3535078125	-6.767539978027344	sub-08 LpTh14
LpTh15	-60.90625905876922	-40.11907331066131	22.88228093944548	3.5 mm	31	LpTh15	Left-Cerebral-White-Matter	2	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Ventral Attention	5	17Networks_7	8	-0.1851852	11.0	16.0	-54.0	-43.0	-3.0	-60.90625905876922	-40.11907331066131	22.88228093944548	183.0	132.0	172.0	-37.527618408203125	-38.27192306518555	8.81063461303711	-38.444786071777344	-19.0717887878418	13.07848834991455	-56.78034210205078	-22.0205078125	-5.767539978027344	sub-08 LpTh15
LpTh16	-64.81754985876921	-41.104712910661306	24.771715739445483	3.5 mm	32	LpTh16	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Ventral Attention	5	17Networks_7	8	1.0	17.0	0.0	-57.6	-44.6	-1.8	-64.81754985876921	-41.104712910661306	24.771715739445483	186.6	130.8	173.6	-37.292457580566406	-41.73247528076172	7.962893486022949	-38.964786529541016	-18.3095817565918	14.732749938964844	-60.380342102050776	-23.620507812499994	-4.567539978027355	sub-08 LpTh16
Lenc1	-34.02007238976921	26.77716298233868	-43.44587172955448	3.5 mm	33	Lenc1	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-27.833	44.5	-27.833	-34.02007238976921	26.77716298233868	-43.44587172955448	156.833	156.833	84.5	-12.677138328552246	76.37033081054688	-48.4432487487793	-14.56222915649414	29.311647415161133	-67.71429443359375	-30.61334210205078	65.4794921875	-30.600539978027346	sub-08 Lenc1
Lenc2	-36.31258905876922	24.861342689338684	-43.782497060554505	3.5 mm	34	Lenc2	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-30.0	43.0	-29.0	-36.31258905876922	24.861342689338684	-43.782497060554505	159.0	158.0	86.0	-13.774937629699709	76.49176025390625	-48.01129913330078	-15.520450592041016	29.520893096923828	-67.15321350097656	-32.78034210205078	63.9794921875	-31.767539978027344	sub-08 Lenc2
Lenc3	-39.1240353456692	21.97511552933869	-43.386482963054505	3.5 mm	35	Lenc3	ctx-lh-temporalpole	1033	GM	L	sEEG	temporalpole	34	Temporal	Pole_temporal	44	Temporal pole	Limbic	6	17Networks_9	10	0.8518519	25.0	2.0	-32.667	40.3333	-30.0	-39.1240353456692	21.97511552933869	-43.386482963054505	161.667	159.0	88.6667	-14.594841957092283	76.48515319824219	-48.113258361816406	-16.975051879882812	29.38258171081543	-66.65614318847656	-35.44734210205078	61.31279218750001	-32.767539978027344	sub-08 Lenc3
Lenc4	-41.58008044086924	19.248974056338668	-42.68249248905454	3.5 mm	36	Lenc4	ctx-lh-temporalpole	1033	GM	L	sEEG	temporalpole	34	Temporal	Pole_temporal	44	Temporal pole	Limbic	6	17Networks_9	10	0.8461538	24.0	2.0	-35.0	37.6667	-30.667	-41.58008044086924	19.248974056338668	-42.68249248905454	164.0	159.667	91.3333	-15.458638191223145	76.2889404296875	-48.106895446777344	-17.912628173828125	29.438793182373047	-65.92847442626953	-37.78034210205078	58.64619218749999	-33.434539978027345	sub-08 Lenc4
Lenc5	-43.67539830876922	16.46249218933869	-41.54512431055451	3.5 mm	37	Lenc5	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	Pole_temporal	44	Temporal pole	Limbic	6	17Networks_9	10	0.9259259	26.0	1.0	-37.0	34.75	-31.0	-43.67539830876922	16.46249218933869	-41.54512431055451	166.0	160.0	94.25	-18.18930053710937	75.01480865478516	-48.64306640625	-18.418670654296875	29.13759994506836	-66.03682708740234	-39.78034210205078	55.7294921875	-33.767539978027344	sub-08 Lenc5
Lenc6	-45.78358767666924	14.117345322338693	-40.65652363205453	3.5 mm	38	Lenc6	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	Pole_temporal	44	Temporal pole	Limbic	6	17Networks_9	10	0.6296296	22.0	5.0	-39.0	32.3333	-31.333	-45.78358767666924	14.117345322338693	-40.65652363205453	168.0	160.333	96.6667	-20.767711639404297	73.19326782226562	-49.53166198730469	-19.893695831298828	28.480939865112305	-65.79031372070312	-41.78034210205078	53.31279218750001	-34.10053997802734	sub-08 Lenc6
Lenc7	-47.51824522776923	11.414422896338692	-39.56041889155449	3.5 mm	39	Lenc7	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	Pole_temporal	44	Temporal pole	Default	8	17Networks_17	18	0.5555556	21.0	6.0	-40.667	29.5	-31.667	-47.51824522776923	11.414422896338692	-39.56041889155449	169.667	160.667	99.5	-23.04944229125977	72.01251220703125	-47.80515670776367	-21.36076736450196	27.729942321777344	-65.43122863769531	-43.44734210205078	50.4794921875	-34.434539978027345	sub-08 Lenc7
Lenc8	-49.43365150176922	8.561793577338705	-37.99106955955452	3.5 mm	40	Lenc8	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	Pole_temporal	44	Temporal pole	Default	8	17Networks_17	18	0.1111111	15.0	12.0	-42.5	26.333	-31.667	-49.43365150176922	8.561793577338705	-37.99106955955452	171.5	160.667	102.667	-27.11966323852539	68.15374755859375	-46.40403747558594	-24.330490112304688	25.61321449279785	-64.85075378417969	-45.28034210205078	47.3124921875	-34.434539978027345	sub-08 Lenc8
Lenc9	-63.176740622769216	-13.600682271661327	-22.64300470255449	3.5 mm	41	Lenc9	Left-Cerebral-White-Matter	2	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	-0.4814815	7.0	20.0	-55.667	0.333	-29.0	-63.176740622769216	-13.600682271661327	-22.64300470255449	184.667	158.0	128.667	-44.62461471557617	33.01958465576172	-46.77528762817383	-37.957637786865234	2.3681161403656006	-56.09841537475586	-58.44734210205078	21.3124921875	-31.767539978027344	sub-08 Lenc9
Lenc10	-65.27835476076922	-16.38263076966132	-20.92083504855452	3.5 mm	42	Lenc10	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_16	17	1.0	27.0	0.0	-57.667	-2.833	-28.833	-65.27835476076922	-16.38263076966132	-20.92083504855452	186.667	157.833	131.833	-45.43658828735352	28.62166976928711	-47.55173873901367	-39.200233459472656	-1.8617769479751587	-53.46979522705078	-60.44734210205078	18.1464921875	-31.600539978027346	sub-08 Lenc10
Lenc11	-67.02886533276921	-18.78654612966132	-19.209716728554525	3.5 mm	43	Lenc11	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	0.9230769	25.0	1.0	-59.333	-5.667	-28.5	-67.02886533276921	-18.78654612966132	-19.209716728554525	188.333	157.5	134.667	-46.67914581298828	21.68929672241211	-47.829345703125	-39.83550643920898	-5.970645904541016	-51.84497833251953	-62.11334210205078	15.312492187499998	-31.267539978027344	sub-08 Lenc11
Lenc12	-68.98987905876922	-21.388775310661305	-17.664755060554512	3.5 mm	44	Lenc12	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	1.0	27.0	0.0	-61.2	-8.6	-28.4	-68.98987905876922	-21.388775310661305	-17.664755060554512	190.2	157.4	137.6	-47.84707260131836	14.185970306396484	-47.72307968139648	-40.328914642333984	-9.312556266784668	-50.04839706420898	-63.98034210205077	12.379492187500006	-31.16753997802735	sub-08 Lenc12
Lenc13	-70.44288165876921	-24.07735111066131	-15.708875660554526	3.5 mm	45	Lenc13	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	1.0	27.0	0.0	-62.6	-11.8	-28.0	-70.44288165876921	-24.07735111066131	-15.708875660554526	191.6	157.0	140.8	-48.53612518310547	9.681663513183594	-47.24751663208008	-40.72590637207031	-11.824463844299316	-48.14893341064453	-65.38034210205078	9.179492187499989	-30.767539978027344	sub-08 Lenc13
Lenc14	-72.43889808276921	-26.81162753266132	-13.81646940455451	3.5 mm	46	Lenc14	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	1.0	27.0	0.0	-64.5	-15.0	-27.667	-72.43889808276921	-26.81162753266132	-13.81646940455451	193.5	156.667	144.0	-48.998329162597656	6.055798530578613	-46.8659553527832	-40.97418212890625	-15.083732604980469	-46.26696014404297	-67.28034210205078	5.9794921875	-30.434539978027345	sub-08 Lenc14
